"","host_acceptance_rate","host_identity_verified","property_type","host_response_time","number_of_reviews","review_scores_cleanliness","availability_365","review_scores_location","review_scores_value","bathrooms_text","price","neighbourhood_cleansed","room_type","accommodates","beds","minimum_nights","maximum_nights","has_availability","review_scores_checkin","review_scores_communication"
"22753","99%",TRUE,"Entire condo","within an hour",4,5,177,5,4.5,2,1890,"Cuauhtémoc","Entire home/apt",5,2,2,365,TRUE,4.5,4.5
"22754","100%",TRUE,"Entire rental unit","within an hour",3,3.67,361,4.67,3.67,3,2947,"Cuauhtémoc","Entire home/apt",7,4,1,1125,TRUE,3.67,3.67
"22755","N/A",TRUE,"Entire rental unit","N/A",0,4.75,365,4.83,4.71,2,960,"Cuauhtémoc","Entire home/apt",4,2,2,28,TRUE,4.71,4.71
"22756","100%",TRUE,"Room in hotel","a few days or more",1,5,361,5,5,1,1200,"Miguel Hidalgo","Private room",2,1,1,365,TRUE,5,5
"22757","100%",TRUE,"Entire rental unit","within an hour",2,5,340,5,5,4,2276,"Miguel Hidalgo","Entire home/apt",6,3,1,1125,TRUE,5,5
"22758","100%",TRUE,"Entire rental unit","within an hour",4,4.75,359,4.75,4.75,4,3181,"Miguel Hidalgo","Entire home/apt",5,3,1,1125,TRUE,4.75,4.75
"22759","100%",TRUE,"Entire rental unit","within an hour",2,4.5,356,4.5,4.5,4,3462,"Miguel Hidalgo","Entire home/apt",7,4,1,1125,TRUE,4.5,4.5
"22760","100%",TRUE,"Entire condo","within an hour",2,5,75,5,5,1,979,"Cuauhtémoc","Entire home/apt",3,2,2,1125,TRUE,5,5
"22761","100%",TRUE,"Room in hotel","a few days or more",0,4.75,365,4.83,4.71,1,1200,"Miguel Hidalgo","Private room",2,1,1,365,TRUE,4.71,4.71
"22762","N/A",FALSE,"Private room in rental unit","N/A",7,5,73,5,4.86,1.5,393,"Benito Juárez","Private room",2,1,1,30,TRUE,4.86,4.86
"22763","N/A",TRUE,"Entire rental unit","within an hour",0,4.75,364,4.83,4.71,1,750,"Cuauhtémoc","Entire home/apt",4,2,3,1125,TRUE,4.71,4.71
"22764","100%",TRUE,"Entire condo","within an hour",0,4.75,352,4.83,4.71,1,900,"Azcapotzalco","Entire home/apt",4,2,2,1125,TRUE,4.71,4.71
"22765","100%",TRUE,"Room in hotel","a few days or more",0,4.75,365,4.83,4.71,1,1200,"Miguel Hidalgo","Private room",2,1,1,365,TRUE,4.71,4.71
"22766","100%",TRUE,"Entire rental unit","within an hour",0,4.75,277,4.83,4.71,4,3390,"Miguel Hidalgo","Entire home/apt",7,4,1,1125,TRUE,4.71,4.71
"22767","100%",TRUE,"Entire rental unit","within an hour",3,5,355,5,5,4,3612,"Miguel Hidalgo","Entire home/apt",5,3,1,1125,TRUE,5,5
"22768","99%",TRUE,"Entire rental unit","within an hour",5,4.6,354,3.8,4.4,2,1533,"Cuauhtémoc","Entire home/apt",5,3,1,1125,TRUE,4.4,4.4
"22769","100%",TRUE,"Private room in home","within an hour",2,4.5,360,5,4.5,1,220,"Benito Juárez","Private room",2,1,3,365,TRUE,4.5,4.5
"22770","100%",TRUE,"Entire rental unit","within a few hours",4,5,180,5,4.75,1.5,1500,"Cuauhtémoc","Entire home/apt",3,2,1,365,TRUE,4.75,4.75
"22771","100%",TRUE,"Entire rental unit","within an hour",2,4,359,4,3,3,2803,"Cuauhtémoc","Entire home/apt",7,4,1,1125,TRUE,3,3
"22772","100%",TRUE,"Room in hotel","within an hour",0,4.75,365,4.83,4.71,1,1942,"Cuauhtémoc","Private room",2,1,1,28,TRUE,4.71,4.71
"22773","100%",TRUE,"Room in hotel","within an hour",3,5,353,5,4.67,1,650,"Miguel Hidalgo","Private room",2,1,1,365,TRUE,4.67,4.67
"22774","100%",TRUE,"Entire rental unit","within an hour",3,4.67,361,5,4.67,1,748,"Benito Juárez","Entire home/apt",3,2,1,1125,TRUE,4.67,4.67
"22775","0%",TRUE,"Private room in rental unit","within an hour",0,4.75,338,4.83,4.71,1,574,"Miguel Hidalgo","Private room",2,1,1,365,FALSE,4.71,4.71
"22776","20%",TRUE,"Entire rental unit","within a day",0,4.75,0,4.83,4.71,2,2000,"Cuauhtémoc","Entire home/apt",5,3,1,365,FALSE,4.71,4.71
"22777","91%",TRUE,"Private room in home","within an hour",3,5,319,4.67,5,1,240,"Miguel Hidalgo","Private room",1,1,1,365,TRUE,5,5
"22778","100%",TRUE,"Entire rental unit","within an hour",5,4.8,345,4.8,4.6,1,2318,"Cuauhtémoc","Entire home/apt",2,1,1,365,TRUE,4.6,4.6
"22779","67%",TRUE,"Entire rental unit","a few days or more",0,4.75,300,4.83,4.71,1,3000,"Iztacalco","Entire home/apt",7,2,1,365,TRUE,4.71,4.71
"22780","N/A",TRUE,"Entire rental unit","a few days or more",0,4.75,179,4.83,4.71,2,2673,"Cuauhtémoc","Entire home/apt",6,3,3,365,TRUE,4.71,4.71
"22781","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,350,4.83,4.71,1,441,"Cuajimalpa de Morelos","Private room",5,1,1,365,TRUE,4.71,4.71
"22782","66%",TRUE,"Entire rental unit","within a day",0,4.75,362,4.83,4.71,2,5100,"Benito Juárez","Entire home/apt",8,4,1,365,TRUE,4.71,4.71
"22783","N/A",TRUE,"Entire home","a few days or more",0,4.75,365,4.83,4.71,2,2500,"Cuauhtémoc","Entire home/apt",6,3,1,365,TRUE,4.71,4.71
"22784","100%",TRUE,"Entire rental unit","within an hour",2,5,260,5,5,2,1343,"Cuauhtémoc","Entire home/apt",6,3,2,1125,TRUE,5,5
"22785","81%",TRUE,"Private room in rental unit","within an hour",6,4.5,354,4.83,4.17,1,393,"Cuauhtémoc","Private room",2,1,1,30,TRUE,4.17,4.17
"22786","60%",TRUE,"Private room in rental unit","within an hour",1,5,364,5,5,1,550,"Miguel Hidalgo","Private room",2,1,1,365,TRUE,5,5
"22787","100%",TRUE,"Entire condo","within an hour",2,5,128,4.5,5,1,770,"Benito Juárez","Entire home/apt",4,3,2,10,TRUE,5,5
"22788","82%",TRUE,"Entire rental unit","within a few hours",0,4.75,302,4.83,4.71,1.5,908,"Cuauhtémoc","Entire home/apt",2,1,13,180,TRUE,4.71,4.71
"22789","100%",TRUE,"Entire rental unit","within an hour",0,4.75,363,4.83,4.71,2,2400,"Cuauhtémoc","Entire home/apt",4,2,1,365,TRUE,4.71,4.71
"22790","100%",TRUE,"Entire loft","within an hour",3,5,354,5,5,1,750,"Benito Juárez","Entire home/apt",4,2,2,1125,TRUE,5,5
"22791","98%",TRUE,"Entire loft","within an hour",4,4.75,335,5,4.5,1,549,"Cuauhtémoc","Entire home/apt",2,1,2,365,TRUE,4.5,4.5
"22792","100%",TRUE,"Entire rental unit","within an hour",4,4.5,365,4.25,4.25,1,809,"Benito Juárez","Entire home/apt",3,2,1,1125,TRUE,4.25,4.25
"22793","98%",TRUE,"Entire loft","within an hour",2,4,362,5,5,1,564,"Cuauhtémoc","Entire home/apt",2,1,2,365,TRUE,5,5
"22794","100%",TRUE,"Private room in rental unit","within an hour",1,5,176,4,5,1,350,"Azcapotzalco","Private room",2,1,3,30,TRUE,5,5
"22795","100%",TRUE,"Entire rental unit","within an hour",4,4.5,360,5,4.5,1,630,"Cuauhtémoc","Entire home/apt",2,1,1,365,TRUE,4.5,4.5
"22796","100%",TRUE,"Entire rental unit","within an hour",7,5,302,5,5,1,1171,"Cuauhtémoc","Entire home/apt",2,1,2,1125,TRUE,5,5
"22797","91%",TRUE,"Private room in rental unit","within an hour",0,4.75,364,4.83,4.71,1,1050,"Benito Juárez","Private room",2,1,2,365,TRUE,4.71,4.71
"22798","100%",TRUE,"Entire rental unit","within an hour",3,5,297,4.67,5,2,1970,"Cuauhtémoc","Entire home/apt",4,2,2,1125,TRUE,5,5
"22799","100%",TRUE,"Entire rental unit","within a few hours",1,5,182,5,5,1,1033,"Benito Juárez","Entire home/apt",2,1,6,14,TRUE,5,5
"22800","86%",TRUE,"Entire serviced apartment","within an hour",1,5,314,5,5,2,1462,"Cuauhtémoc","Entire home/apt",8,4,1,365,TRUE,5,5
"22801","100%",TRUE,"Entire rental unit","within an hour",3,5,302,5,5,1,716,"Benito Juárez","Entire home/apt",2,1,1,1125,TRUE,5,5
"22802","98%",TRUE,"Entire rental unit","within an hour",2,5,344,5,5,2,3576,"Miguel Hidalgo","Entire home/apt",6,3,2,365,TRUE,5,5
"22803","100%",TRUE,"Entire rental unit","within an hour",0,4.75,362,4.83,4.71,2,2358,"Cuauhtémoc","Entire home/apt",4,3,1,1125,TRUE,4.71,4.71
"22804","99%",TRUE,"Entire condo","within an hour",1,5,78,5,5,2,2601,"Cuauhtémoc","Entire home/apt",4,2,4,34,TRUE,5,5
"22805","100%",TRUE,"Entire condo","within an hour",3,3.67,359,4.67,5,1,714,"Gustavo A. Madero","Entire home/apt",4,3,1,1125,TRUE,5,5
"22806","80%",TRUE,"Entire rental unit","within an hour",0,4.75,92,4.83,4.71,2,665,"Cuauhtémoc","Entire home/apt",4,1,1,365,TRUE,4.71,4.71
"22807","99%",TRUE,"Entire loft","within an hour",0,4.75,122,4.83,4.71,1,749,"Coyoacán","Entire home/apt",3,2,2,365,TRUE,4.71,4.71
"22808","N/A",TRUE,"Entire condo","N/A",5,5,360,5,5,2,1700,"Benito Juárez","Entire home/apt",6,5,2,60,TRUE,5,5
"22809","100%",TRUE,"Entire condo","within an hour",2,5,333,5,4.5,2,2443,"Cuajimalpa de Morelos","Entire home/apt",4,2,2,90,TRUE,4.5,4.5
"22810","100%",TRUE,"Entire rental unit","within an hour",5,4,337,5,4.8,2,2129,"Cuauhtémoc","Entire home/apt",5,3,1,1125,TRUE,4.8,4.8
"22811","100%",TRUE,"Entire rental unit","within an hour",1,5,169,4,5,1.5,1883,"Cuauhtémoc","Entire home/apt",3,2,2,365,TRUE,5,5
"22812","100%",TRUE,"Entire rental unit","within an hour",2,4.5,364,5,4.5,2,2173,"Cuauhtémoc","Entire home/apt",5,3,1,1125,TRUE,4.5,4.5
"22813","75%",TRUE,"Private room in casa particular","within an hour",0,4.75,364,4.83,4.71,1,250,"Álvaro Obregón","Private room",1,1,30,365,TRUE,4.71,4.71
"22814","100%",TRUE,"Entire rental unit","within an hour",0,4.75,179,4.83,4.71,1,2062,"Cuauhtémoc","Entire home/apt",4,2,2,365,TRUE,4.71,4.71
"22815","100%",TRUE,"Entire rental unit","within an hour",1,5,89,5,5,2,1000,"Álvaro Obregón","Entire home/apt",5,3,1,1125,TRUE,5,5
"22816","80%",TRUE,"Entire rental unit","within a few hours",1,5,362,5,5,2,1900,"Cuauhtémoc","Entire home/apt",2,1,2,365,TRUE,5,5
"22817","100%",TRUE,"Entire rental unit","within an hour",2,3,361,3,3,2,1380,"Miguel Hidalgo","Entire home/apt",4,2,1,1125,TRUE,3,3
"22818","100%",TRUE,"Entire condo","within an hour",2,5,348,5,5,2,750,"Gustavo A. Madero","Entire home/apt",4,3,2,365,TRUE,5,5
"22819","100%",TRUE,"Shipping container","within an hour",4,4.75,359,4,4.75,1,450,"Azcapotzalco","Entire home/apt",2,1,1,365,TRUE,4.75,4.75
"22820","88%",TRUE,"Entire rental unit","within a few hours",4,5,252,5,5,1.5,1313,"Cuauhtémoc","Entire home/apt",2,1,1,365,TRUE,5,5
"22821","99%",TRUE,"Entire rental unit","within an hour",1,4,0,5,4,1,980,"Miguel Hidalgo","Entire home/apt",2,1,2,90,TRUE,4,4
"22822","99%",TRUE,"Entire rental unit","within an hour",0,4.75,26,4.83,4.71,1,1078,"Miguel Hidalgo","Entire home/apt",2,1,2,30,TRUE,4.71,4.71
"22823","N/A",TRUE,"Private room in rental unit","N/A",0,4.75,177,4.83,4.71,1,991,"Benito Juárez","Private room",1,1,2,365,FALSE,4.71,4.71
"22824","99%",TRUE,"Entire rental unit","within an hour",1,5,82,5,5,1,693,"Miguel Hidalgo","Entire home/apt",2,1,2,30,TRUE,5,5
"22825","96%",TRUE,"Entire rental unit","within an hour",0,4.75,87,4.83,4.71,3,3566,"Cuauhtémoc","Entire home/apt",4,2,4,30,TRUE,4.71,4.71
"22826","100%",TRUE,"Private room in serviced apartment","within an hour",20,4.9,345,4.7,4.95,1,296,"Coyoacán","Private room",2,2,1,1125,TRUE,4.95,4.95
"22827","100%",TRUE,"Entire rental unit","within an hour",5,4.6,359,4.8,4.4,2,1687,"Miguel Hidalgo","Entire home/apt",4,2,1,1125,TRUE,4.4,4.4
"22828","100%",TRUE,"Entire rental unit","within an hour",1,5,335,5,5,2,2436,"Cuauhtémoc","Entire home/apt",10,7,2,365,TRUE,5,5
"22829","99%",TRUE,"Entire serviced apartment","within an hour",2,5,351,5,5,2,2028,"Cuauhtémoc","Entire home/apt",4,2,2,1125,TRUE,5,5
"22830","82%",TRUE,"Entire rental unit","within a few hours",0,4.75,364,4.83,4.71,1.5,1815,"Cuauhtémoc","Entire home/apt",4,2,6,180,TRUE,4.71,4.71
"22831","100%",TRUE,"Entire rental unit","within an hour",6,5,354,4.67,5,1,450,"Miguel Hidalgo","Entire home/apt",2,2,1,365,TRUE,5,5
"22832","100%",TRUE,"Entire rental unit","within an hour",2,4.5,60,5,2.5,2,1955,"Cuauhtémoc","Entire home/apt",6,3,2,28,TRUE,2.5,2.5
"22833","75%",TRUE,"Private room in casa particular","within an hour",1,5,341,5,5,1,275,"Álvaro Obregón","Private room",1,1,30,365,TRUE,5,5
"22834","100%",TRUE,"Entire rental unit","within an hour",2,5,244,5,5,3,3286,"Cuauhtémoc","Entire home/apt",6,3,2,365,TRUE,5,5
"22835","94%",TRUE,"Private room in rental unit","within a day",1,5,272,3,3,1,210,"Gustavo A. Madero","Private room",1,1,2,365,TRUE,3,3
"22836","100%",TRUE,"Entire rental unit","within an hour",6,4.67,170,4.33,4.17,1.5,966,"Venustiano Carranza","Entire home/apt",6,3,1,28,TRUE,4.17,4.17
"22837","83%",TRUE,"Entire rental unit","within an hour",0,4.75,364,4.83,4.71,1,917,"Cuauhtémoc","Entire home/apt",3,2,1,365,TRUE,4.71,4.71
"22838","N/A",FALSE,"Entire rental unit","N/A",1,2,27,5,3,1,1500,"Cuauhtémoc","Entire home/apt",4,2,1,365,TRUE,3,3
"22839","99%",TRUE,"Entire rental unit","within an hour",2,5,71,5,5,1.5,1850,"Cuauhtémoc","Entire home/apt",4,2,4,40,TRUE,5,5
"22840","50%",TRUE,"Entire rental unit","within a few hours",1,5,325,5,5,2,1400,"Miguel Hidalgo","Entire home/apt",4,2,4,90,TRUE,5,5
"22841","71%",TRUE,"Private room in guesthouse","within a day",0,4.75,335,4.83,4.71,1,200,"Gustavo A. Madero","Private room",1,1,28,365,TRUE,4.71,4.71
"22842","100%",TRUE,"Entire rental unit","within an hour",6,5,362,5,4.83,1,413,"Benito Juárez","Entire home/apt",3,2,2,365,TRUE,4.83,4.83
"22843","100%",TRUE,"Entire rental unit","within an hour",1,5,360,5,5,2,2235,"Cuauhtémoc","Entire home/apt",4,2,1,1125,TRUE,5,5
"22844","98%",TRUE,"Entire rental unit","within an hour",4,5,81,5,5,2,1393,"Miguel Hidalgo","Entire home/apt",4,2,2,31,TRUE,5,5
"22845","100%",TRUE,"Entire loft","within an hour",3,5,307,3.33,5,1,527,"Álvaro Obregón","Entire home/apt",2,1,1,1125,TRUE,5,5
"22846","100%",TRUE,"Entire home","within an hour",0,4.75,344,4.83,4.71,6,21995,"Cuauhtémoc","Entire home/apt",12,6,1,1125,TRUE,4.71,4.71
"22847","N/A",TRUE,"Private room in rental unit","a few days or more",0,4.75,89,4.83,4.71,1.5,1290,"Cuajimalpa de Morelos","Private room",2,1,1,365,TRUE,4.71,4.71
"22848","N/A",TRUE,"Private room in rental unit","N/A",0,4.75,364,4.83,4.71,1,666,"Miguel Hidalgo","Private room",1,1,2,1125,FALSE,4.71,4.71
"22849","100%",TRUE,"Entire rental unit","within an hour",4,5,80,4.75,5,1,992,"Cuauhtémoc","Entire home/apt",3,2,1,30,TRUE,5,5
"22850","100%",TRUE,"Private room in home","within an hour",2,5,352,5,4.5,1,1002,"Coyoacán","Private room",2,1,2,365,TRUE,4.5,4.5
"22851","90%",TRUE,"Entire rental unit","within an hour",2,4,364,4.5,4.5,1,550,"Cuauhtémoc","Entire home/apt",2,2,1,1125,TRUE,4.5,4.5
"22852","99%",TRUE,"Entire serviced apartment","within an hour",2,5,337,5,5,2,4045,"Cuauhtémoc","Entire home/apt",5,3,1,1125,TRUE,5,5
"22853","100%",TRUE,"Private room in rental unit","within an hour",3,5,365,4,3.33,1,731,"Miguel Hidalgo","Private room",4,2,1,365,TRUE,3.33,3.33
"22854","64%",TRUE,"Private room in condo","within a few hours",6,4.83,360,4.83,4.83,1,320,"Miguel Hidalgo","Private room",2,1,1,1125,TRUE,4.83,4.83
"22855","100%",TRUE,"Entire rental unit","within an hour",0,4.75,359,4.83,4.71,2,4384,"Miguel Hidalgo","Entire home/apt",8,4,1,365,TRUE,4.71,4.71
"22856","100%",TRUE,"Shared room in home","within an hour",3,5,365,5,5,1,200,"Cuauhtémoc","Shared room",6,1,1,365,TRUE,5,5
"22857","100%",TRUE,"Entire rental unit","within a few hours",6,4.83,70,5,5,1,611,"Benito Juárez","Entire home/apt",2,1,2,4,TRUE,5,5
"22858","100%",TRUE,"Shared room in home","within an hour",0,4.75,180,4.83,4.71,1,187,"Cuauhtémoc","Shared room",5,1,1,365,TRUE,4.71,4.71
"22859","100%",TRUE,"Shared room in home","within an hour",2,4,357,5,3.5,1,186,"Cuauhtémoc","Shared room",4,1,1,365,TRUE,3.5,3.5
"22860","100%",TRUE,"Shared room in home","within an hour",0,4.75,365,4.83,4.71,1,200,"Cuauhtémoc","Shared room",3,1,1,365,TRUE,4.71,4.71
"22861","100%",TRUE,"Entire home","within an hour",1,5,357,5,5,5,12901,"Cuauhtémoc","Entire home/apt",10,5,1,1125,TRUE,5,5
"22862","100%",TRUE,"Entire home","within an hour",0,4.75,330,4.83,4.71,7,11663,"Cuauhtémoc","Entire home/apt",14,7,1,1125,TRUE,4.71,4.71
"22863","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,290,4.83,4.71,1,950,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22864","100%",TRUE,"Entire home","within an hour",0,4.75,321,4.83,4.71,16,26999,"Cuauhtémoc","Entire home/apt",16,16,1,1125,TRUE,4.71,4.71
"22865","100%",TRUE,"Entire rental unit","within an hour",5,4.6,361,4.8,4.2,1,441,"Benito Juárez","Entire home/apt",2,1,2,365,TRUE,4.2,4.2
"22866","100%",TRUE,"Shared room in home","within an hour",1,3,359,3,3,1,186,"Cuauhtémoc","Shared room",2,1,1,365,TRUE,3,3
"22867","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,299,4.83,4.71,1,950,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22868","100%",TRUE,"Entire rental unit","within an hour",2,5,365,5,5,2,1999,"Cuauhtémoc","Entire home/apt",4,3,2,365,TRUE,5,5
"22869","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,292,4.83,4.71,1,950,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22870","100%",TRUE,"Entire home","within an hour",0,4.75,324,4.83,4.71,6,10575,"Cuauhtémoc","Entire home/apt",16,10,1,1125,TRUE,4.71,4.71
"22871","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,296,4.83,4.71,1,950,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22872","100%",TRUE,"Shared room in home","within an hour",1,5,180,5,5,1,186,"Cuauhtémoc","Shared room",1,1,1,365,TRUE,5,5
"22873","100%",TRUE,"Entire rental unit","within an hour",1,4,350,4,3,1,532,"La Magdalena Contreras","Entire home/apt",6,3,2,365,TRUE,3,3
"22874","99%",TRUE,"Entire rental unit","within an hour",2,5,344,5,4.5,2.5,3067,"Cuauhtémoc","Entire home/apt",4,2,2,1125,TRUE,4.5,4.5
"22875","100%",TRUE,"Entire rental unit","within an hour",0,4.75,350,4.83,4.71,2,1300,"Álvaro Obregón","Entire home/apt",6,3,1,365,TRUE,4.71,4.71
"22876","100%",TRUE,"Entire home","within an hour",1,5,336,5,5,5,13358,"Miguel Hidalgo","Entire home/apt",14,7,1,1125,TRUE,5,5
"22877","100%",TRUE,"Shipping container","within an hour",6,4.33,358,4.67,4.5,1,375,"Azcapotzalco","Entire home/apt",2,1,1,365,TRUE,4.5,4.5
"22878","N/A",TRUE,"Private room in rental unit","N/A",0,4.75,180,4.83,4.71,1,474,"Coyoacán","Private room",2,2,2,365,FALSE,4.71,4.71
"22879","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,293,4.83,4.71,1,950,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22880","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,308,4.83,4.71,1,950,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22881","N/A",TRUE,"Private room in rental unit","N/A",0,4.75,365,4.83,4.71,1,500,"Iztapalapa","Private room",2,1,1,365,FALSE,4.71,4.71
"22882","100%",TRUE,"Entire rental unit","within an hour",4,5,183,4,4.75,1,690,"Iztacalco","Entire home/apt",3,2,1,365,TRUE,4.75,4.75
"22883","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,300,4.83,4.71,1,950,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22884","N/A",TRUE,"Room in hotel","N/A",0,4.75,333,4.83,4.71,1,8000,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22885","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,305,4.83,4.71,1,950,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22886","100%",TRUE,"Entire rental unit","within an hour",3,4.67,358,5,5,1,1803,"Cuauhtémoc","Entire home/apt",4,2,1,365,TRUE,5,5
"22887","100%",TRUE,"Entire rental unit","within an hour",1,5,356,5,5,2,2195,"Cuauhtémoc","Entire home/apt",6,3,1,1125,TRUE,5,5
"22888","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,301,4.83,4.71,1,950,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22889","94%",TRUE,"Entire rental unit","within an hour",1,5,349,5,5,1,500,"Benito Juárez","Entire home/apt",2,1,2,365,TRUE,5,5
"22890","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,296,4.83,4.71,1,950,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22891","100%",TRUE,"Private room in bed and breakfast","within a few hours",4,4,365,5,4,1,355,"Benito Juárez","Private room",1,1,1,365,TRUE,4,4
"22892","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,303,4.83,4.71,1,950,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22893","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,306,4.83,4.71,1,950,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22894","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,295,4.83,4.71,1,950,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22895","0%",TRUE,"Private room in rental unit","a few days or more",0,4.75,301,4.83,4.71,1,379,"Benito Juárez","Private room",2,1,2,1125,TRUE,4.71,4.71
"22896","100%",TRUE,"Entire rental unit","within an hour",1,5,350,5,5,1,1675,"Miguel Hidalgo","Entire home/apt",2,1,1,365,TRUE,5,5
"22897","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,302,4.83,4.71,1,950,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22898","N/A",TRUE,"Entire rental unit","N/A",0,4.75,180,4.83,4.71,3,6200,"Cuauhtémoc","Entire home/apt",4,2,5,1125,FALSE,4.71,4.71
"22899","100%",TRUE,"Entire rental unit","within an hour",7,5,356,4.71,4.71,1,1488,"Cuauhtémoc","Entire home/apt",2,1,1,365,TRUE,4.71,4.71
"22900","100%",TRUE,"Entire rental unit","within an hour",0,4.75,177,4.83,4.71,1,700,"Cuauhtémoc","Entire home/apt",2,1,2,365,TRUE,4.71,4.71
"22901","92%",TRUE,"Entire rental unit","within an hour",5,5,344,4.8,5,1,974,"Cuauhtémoc","Entire home/apt",5,2,2,365,TRUE,5,5
"22902","75%",TRUE,"Private room in casa particular","within an hour",0,4.75,364,4.83,4.71,1,250,"Álvaro Obregón","Private room",1,1,30,365,TRUE,4.71,4.71
"22903","100%",TRUE,"Entire rental unit","within an hour",5,5,361,5,4.8,2,2028,"Cuauhtémoc","Entire home/apt",4,2,1,1125,TRUE,4.8,4.8
"22904","100%",TRUE,"Entire rental unit","within an hour",0,4.75,258,4.83,4.71,1,1149,"Benito Juárez","Entire home/apt",2,1,1,1125,TRUE,4.71,4.71
"22905","100%",TRUE,"Entire rental unit","within an hour",3,4.67,258,4.67,4.67,2,1537,"Benito Juárez","Entire home/apt",4,2,1,1125,TRUE,4.67,4.67
"22906","100%",TRUE,"Private room in home","within an hour",1,5,268,5,5,1.5,400,"Benito Juárez","Private room",1,1,2,365,TRUE,5,5
"22907","99%",TRUE,"Entire condo","within an hour",7,4.71,359,4.57,4.57,1,521,"Gustavo A. Madero","Entire home/apt",4,3,1,1125,TRUE,4.57,4.57
"22908","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,354,4.83,4.71,1,950,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22909","83%",TRUE,"Private room in rental unit","within an hour",3,4.33,362,4.67,4.67,1,363,"Cuauhtémoc","Private room",2,1,3,365,TRUE,4.67,4.67
"22910","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,361,4.83,4.71,1,950,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22911","99%",TRUE,"Entire rental unit","within an hour",2,5,163,5,5,2,1829,"Cuauhtémoc","Entire home/apt",4,2,2,365,TRUE,5,5
"22912","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,360,4.83,4.71,1,950,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22913","100%",TRUE,"Room in boutique hotel","within an hour",3,4.67,355,4.67,4.67,1,770,"Coyoacán","Private room",4,2,1,365,TRUE,4.67,4.67
"22914","100%",TRUE,"Entire condo","within an hour",3,3.67,172,4.33,3.67,1.5,850,"Cuajimalpa de Morelos","Entire home/apt",4,2,2,1125,TRUE,3.67,3.67
"22915","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,363,4.83,4.71,1,950,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22916","100%",TRUE,"Private room in rental unit","within a few hours",3,5,87,5,5,1,500,"Miguel Hidalgo","Private room",2,1,2,1125,TRUE,5,5
"22917","100%",TRUE,"Entire rental unit","within an hour",1,5,336,5,4,1,1271,"Cuauhtémoc","Entire home/apt",2,1,1,1125,TRUE,4,4
"22918","100%",TRUE,"Entire rental unit","within an hour",2,4.5,347,4.5,4.5,1,1665,"Cuauhtémoc","Entire home/apt",2,1,1,1125,TRUE,4.5,4.5
"22919","100%",TRUE,"Entire rental unit","within an hour",1,5,359,5,5,1,512,"Cuauhtémoc","Entire home/apt",4,2,2,365,TRUE,5,5
"22920","100%",TRUE,"Room in boutique hotel","within an hour",7,5,361,4.86,4.71,1,556,"Coyoacán","Private room",4,1,1,365,TRUE,4.71,4.71
"22921","96%",TRUE,"Entire rental unit","within an hour",3,4,345,4.67,4.33,1,952,"Miguel Hidalgo","Entire home/apt",4,1,1,365,TRUE,4.33,4.33
"22922","100%",TRUE,"Entire rental unit","within an hour",3,5,330,5,5,2,1609,"Cuauhtémoc","Entire home/apt",4,2,1,1125,TRUE,5,5
