"","host_acceptance_rate","host_identity_verified","property_type","host_response_time","number_of_reviews","review_scores_cleanliness","availability_365","review_scores_location","review_scores_value","bathrooms_text","price","neighbourhood_cleansed","room_type","accommodates","beds","minimum_nights","maximum_nights","has_availability","review_scores_checkin","review_scores_communication"
"22923","80%",TRUE,"Entire rental unit","within an hour",0,4.75,363,4.83,4.71,1,2800,"Miguel Hidalgo","Entire home/apt",4,2,1,365,TRUE,4.71,4.71
"22924","100%",TRUE,"Room in boutique hotel","within an hour",3,5,362,5,5,1,1457,"Coyoacán","Private room",6,3,1,1125,TRUE,5,5
"22925","100%",TRUE,"Entire loft","within an hour",6,5,115,4.83,4.83,1,783,"Benito Juárez","Entire home/apt",2,1,2,1125,TRUE,4.83,4.83
"22926","93%",TRUE,"Entire home","within an hour",2,3,349,4,3.5,3,2586,"Benito Juárez","Entire home/apt",16,11,2,365,TRUE,3.5,3.5
"22927","99%",TRUE,"Entire rental unit","within an hour",2,4.5,294,5,5,4,2330,"Miguel Hidalgo","Entire home/apt",6,4,1,1125,TRUE,5,5
"22928","83%",TRUE,"Entire rental unit","within a few hours",2,5,365,4.5,5,1,1650,"Cuauhtémoc","Entire home/apt",6,4,2,1125,TRUE,5,5
"22929","100%",TRUE,"Entire rental unit","within an hour",3,5,309,4.67,5,1,1404,"Cuauhtémoc","Entire home/apt",2,1,1,1125,TRUE,5,5
"22930","99%",TRUE,"Entire rental unit","within an hour",2,4.5,359,4.5,4.5,4,3458,"Miguel Hidalgo","Entire home/apt",7,4,1,1125,TRUE,4.5,4.5
"22931","100%",TRUE,"Entire rental unit","within an hour",4,4.5,359,4.5,4.5,1,1327,"Cuauhtémoc","Entire home/apt",2,1,1,1125,TRUE,4.5,4.5
"22932","100%",TRUE,"Private room in rental unit","within a few hours",1,5,14,5,5,1,599,"Cuauhtémoc","Private room",2,1,7,11,TRUE,5,5
"22933","99%",TRUE,"Entire rental unit","within an hour",2,3,333,5,2.5,2,2862,"Cuauhtémoc","Entire home/apt",6,3,1,1125,TRUE,2.5,2.5
"22934","100%",TRUE,"Entire condo","within a few hours",1,5,88,5,3,1,384,"Cuauhtémoc","Entire home/apt",2,2,1,28,TRUE,3,3
"22935","100%",TRUE,"Private room in rental unit","within an hour",2,5,351,5,5,1,799,"Cuauhtémoc","Private room",2,1,1,365,TRUE,5,5
"22936","100%",TRUE,"Entire condo","within an hour",0,4.75,269,4.83,4.71,2,1250,"Cuauhtémoc","Entire home/apt",3,2,14,90,TRUE,4.71,4.71
"22937","100%",TRUE,"Entire rental unit","within an hour",2,5,363,5,5,1,1798,"Cuauhtémoc","Entire home/apt",2,1,1,1125,TRUE,5,5
"22938","100%",TRUE,"Entire rental unit","within an hour",0,4.75,340,4.83,4.71,3,3856,"Cuauhtémoc","Entire home/apt",6,3,1,1125,TRUE,4.71,4.71
"22939","100%",TRUE,"Entire condo","within an hour",2,5,30,4.5,3.5,2.5,4155,"Miguel Hidalgo","Entire home/apt",6,3,1,365,TRUE,3.5,3.5
"22940","100%",TRUE,"Entire rental unit","within an hour",1,5,348,5,5,4,5567,"Cuauhtémoc","Entire home/apt",8,4,1,1125,TRUE,5,5
"22941","67%",TRUE,"Entire rental unit","a few days or more",0,4.75,361,4.83,4.71,1,3000,"Iztacalco","Entire home/apt",7,2,1,365,TRUE,4.71,4.71
"22942","99%",TRUE,"Entire rental unit","within an hour",3,3.67,355,3.67,3.67,1,1591,"Cuauhtémoc","Entire home/apt",6,3,1,1125,TRUE,3.67,3.67
"22943","99%",TRUE,"Entire rental unit","within an hour",2,5,56,5,5,1.5,1500,"Miguel Hidalgo","Entire home/apt",2,1,3,365,TRUE,5,5
"22944","86%",TRUE,"Private room in rental unit","within a few hours",0,4.75,360,4.83,4.71,1,370,"Cuauhtémoc","Private room",1,1,5,365,TRUE,4.71,4.71
"22945","99%",TRUE,"Entire rental unit","within an hour",0,4.75,0,4.83,4.71,2,750,"Cuauhtémoc","Entire home/apt",4,2,4,365,TRUE,4.71,4.71
"22946","96%",TRUE,"Entire rental unit","within an hour",0,4.75,235,4.83,4.71,1,1950,"Cuauhtémoc","Entire home/apt",2,1,3,365,TRUE,4.71,4.71
"22947","100%",TRUE,"Entire guesthouse","within an hour",3,4.67,361,5,5,1,795,"Benito Juárez","Entire home/apt",2,1,1,365,TRUE,5,5
"22948","100%",TRUE,"Entire loft","within an hour",3,5,349,5,5,1,599,"Benito Juárez","Entire home/apt",3,1,3,180,TRUE,5,5
"22949","100%",TRUE,"Private room in townhouse","within a few hours",3,5,337,5,4.67,2,350,"Cuauhtémoc","Private room",2,1,3,365,TRUE,4.67,4.67
"22950","100%",TRUE,"Private room in townhouse","within a few hours",0,4.75,357,4.83,4.71,2,250,"Cuauhtémoc","Private room",1,1,1,365,TRUE,4.71,4.71
"22951","100%",TRUE,"Entire rental unit","within an hour",2,5,70,5,5,2,1900,"Coyoacán","Entire home/apt",4,3,2,120,TRUE,5,5
"22952","100%",FALSE,"Entire rental unit","within a day",1,5,364,5,5,2,1077,"Álvaro Obregón","Entire home/apt",4,2,1,365,TRUE,5,5
"22953","100%",TRUE,"Entire rental unit","within an hour",5,4.8,51,4.8,4.8,2,1400,"Cuauhtémoc","Entire home/apt",4,2,2,30,TRUE,4.8,4.8
"22954","N/A",TRUE,"Private room in home","N/A",0,4.75,364,4.83,4.71,1,740,"Tlalpan","Private room",2,1,2,365,TRUE,4.71,4.71
"22955","N/A",TRUE,"Private room in home","N/A",0,4.75,364,4.83,4.71,1,721,"Tlalpan","Private room",2,1,2,365,TRUE,4.71,4.71
"22956","100%",TRUE,"Entire rental unit","within an hour",0,4.75,335,4.83,4.71,2,2542,"Cuauhtémoc","Entire home/apt",6,3,1,1125,TRUE,4.71,4.71
"22957","0%",TRUE,"Private room in casa particular","a few days or more",0,4.75,365,4.83,4.71,1,237,"Cuauhtémoc","Private room",2,1,1,365,TRUE,4.71,4.71
"22958","100%",TRUE,"Entire rental unit","within an hour",2,5,332,5,5,2,2195,"Cuauhtémoc","Entire home/apt",8,4,1,365,TRUE,5,5
"22959","92%",TRUE,"Private room in rental unit","within an hour",1,5,174,5,5,1,190,"Cuauhtémoc","Private room",1,1,2,365,TRUE,5,5
"22960","0%",TRUE,"Entire rental unit","within a few hours",0,4.75,123,4.83,4.71,1,1129,"Cuajimalpa de Morelos","Entire home/apt",1,1,14,1125,TRUE,4.71,4.71
"22961","N/A",TRUE,"Entire rental unit","within a day",0,4.75,342,4.83,4.71,3.5,2800,"Cuauhtémoc","Entire home/apt",8,3,1,365,TRUE,4.71,4.71
"22962","100%",TRUE,"Room in hotel","within an hour",1,5,365,5,5,1,575,"Iztapalapa","Private room",2,1,1,365,TRUE,5,5
"22963","100%",TRUE,"Entire rental unit","within an hour",2,5,259,5,5,1.5,2500,"Miguel Hidalgo","Entire home/apt",7,5,2,1125,TRUE,5,5
"22964","100%",TRUE,"Room in hotel","within an hour",2,2.5,365,1.5,1.5,1,575,"Iztapalapa","Private room",2,1,1,365,TRUE,1.5,1.5
"22965","100%",TRUE,"Entire rental unit","within an hour",3,5,361,5,5,1,932,"Cuauhtémoc","Entire home/apt",2,1,2,365,TRUE,5,5
"22966","100%",TRUE,"Room in boutique hotel","within an hour",2,5,354,5,4.5,1,800,"Coyoacán","Private room",4,2,1,365,TRUE,4.5,4.5
"22967","91%",TRUE,"Entire serviced apartment","within a few hours",2,4,360,4.5,5,1,2000,"Venustiano Carranza","Entire home/apt",4,3,2,1125,TRUE,5,5
"22968","100%",TRUE,"Entire rental unit","within a few hours",0,4.75,90,4.83,4.71,2,1500,"Tlalpan","Entire home/apt",4,3,2,30,TRUE,4.71,4.71
"22969","90%",TRUE,"Private room in rental unit","within a few hours",4,4.75,328,5,5,1,368,"Cuauhtémoc","Private room",4,2,1,1125,TRUE,5,5
"22970","100%",TRUE,"Casa particular","within an hour",2,5,364,5,4.5,1,1577,"La Magdalena Contreras","Entire home/apt",3,2,1,1125,TRUE,4.5,4.5
"22971","N/A",TRUE,"Private room in rental unit","within a few hours",0,4.75,180,4.83,4.71,1,800,"Miguel Hidalgo","Private room",2,2,3,365,TRUE,4.71,4.71
"22972","71%",TRUE,"Entire rental unit","a few days or more",1,1,359,1,1,1,404,"Venustiano Carranza","Entire home/apt",4,2,1,365,TRUE,1,1
"22973","100%",TRUE,"Private room in home","within an hour",3,5,362,5,5,1,390,"Benito Juárez","Private room",2,1,1,365,TRUE,5,5
"22974","100%",TRUE,"Entire rental unit","within an hour",0,4.75,0,4.83,4.71,1,1200,"Miguel Hidalgo","Entire home/apt",2,1,8,365,TRUE,4.71,4.71
"22975","100%",TRUE,"Private room in rental unit","within an hour",2,5,356,4,5,1,333,"Cuauhtémoc","Private room",2,1,2,365,TRUE,5,5
"22976","100%",TRUE,"Entire rental unit","within a few hours",0,4.75,90,4.83,4.71,1,1200,"Tlalpan","Entire home/apt",2,1,2,30,TRUE,4.71,4.71
"22977","100%",TRUE,"Entire rental unit","within a few hours",0,4.75,90,4.83,4.71,1,1200,"Tlalpan","Entire home/apt",2,1,2,30,TRUE,4.71,4.71
"22978","100%",TRUE,"Private room in rental unit","within a few hours",0,4.75,90,4.83,4.71,1,600,"Tlalpan","Private room",2,1,1,30,TRUE,4.71,4.71
"22979","100%",TRUE,"Entire rental unit","within an hour",1,5,321,5,5,1,671,"Miguel Hidalgo","Entire home/apt",3,2,1,365,TRUE,5,5
"22980","100%",TRUE,"Entire loft","within an hour",7,4.57,263,4.71,4.43,1,1438,"Benito Juárez","Entire home/apt",3,1,1,90,TRUE,4.43,4.43
"22981","100%",TRUE,"Private room in rental unit","within a few hours",1,5,365,5,5,1,699,"Miguel Hidalgo","Private room",2,1,2,1125,TRUE,5,5
"22982","98%",TRUE,"Entire rental unit","within an hour",2,4.5,0,4,4,1,929,"Venustiano Carranza","Entire home/apt",5,3,2,365,TRUE,4,4
"22983","100%",TRUE,"Shipping container","within an hour",3,5,344,4.33,4.67,1,450,"Azcapotzalco","Entire home/apt",2,1,1,365,TRUE,4.67,4.67
"22984","100%",TRUE,"Entire rental unit","within an hour",3,5,333,4.67,5,2,2199,"Cuauhtémoc","Entire home/apt",4,2,1,365,TRUE,5,5
"22985","100%",TRUE,"Entire rental unit","within an hour",2,5,365,5,5,1,1800,"Cuauhtémoc","Entire home/apt",4,2,2,365,TRUE,5,5
"22986","0%",TRUE,"Private room in rental unit","within a few hours",0,4.75,364,4.83,4.71,1,1000,"Cuauhtémoc","Private room",1,1,1,365,FALSE,4.71,4.71
"22987","100%",TRUE,"Private room in rental unit","within a day",0,4.75,361,4.83,4.71,1,279,"Cuauhtémoc","Private room",1,1,1,365,TRUE,4.71,4.71
"22988","100%",TRUE,"Private room in rental unit","within a few hours",0,4.75,90,4.83,4.71,1,600,"Tlalpan","Private room",2,2,1,30,TRUE,4.71,4.71
"22989","100%",TRUE,"Entire rental unit","within an hour",5,5,210,5,5,2,1745,"Cuauhtémoc","Entire home/apt",5,2,1,7,TRUE,5,5
"22990","100%",TRUE,"Private room in home","within an hour",0,4.75,365,4.83,4.71,1,504,"Benito Juárez","Private room",2,1,1,365,TRUE,4.71,4.71
"22991","100%",TRUE,"Private room in home","within an hour",1,5,355,5,5,1.5,500,"Gustavo A. Madero","Private room",2,1,3,28,TRUE,5,5
"22992","100%",TRUE,"Entire rental unit","within an hour",2,5,346,5,4.5,1.5,1200,"Cuauhtémoc","Entire home/apt",2,1,3,365,TRUE,4.5,4.5
"22993","100%",TRUE,"Entire guest suite","within an hour",1,5,257,5,5,1,748,"Miguel Hidalgo","Entire home/apt",2,1,2,365,TRUE,5,5
"22994","100%",TRUE,"Entire rental unit","within an hour",3,5,349,5,5,1.5,1200,"Cuauhtémoc","Entire home/apt",2,1,3,1125,TRUE,5,5
"22995","97%",TRUE,"Private room in rental unit","within an hour",1,3,81,2,1,1,187,"Iztapalapa","Private room",1,1,2,90,TRUE,1,1
"22996","100%",TRUE,"Entire rental unit","within an hour",4,5,329,5,5,2,2214,"Cuauhtémoc","Entire home/apt",4,2,2,365,TRUE,5,5
"22997","99%",TRUE,"Entire rental unit","within an hour",1,5,365,5,1,1,1009,"Cuauhtémoc","Entire home/apt",3,2,1,365,TRUE,1,1
"22998","100%",TRUE,"Private room in rental unit","within an hour",4,5,362,5,5,1,369,"Cuauhtémoc","Private room",2,1,2,365,TRUE,5,5
"22999","100%",TRUE,"Entire home","within a few hours",0,4.75,271,4.83,4.71,3.5,2200,"Tlalpan","Entire home/apt",8,6,365,365,TRUE,4.71,4.71
"23000","N/A",TRUE,"Entire cottage","a few days or more",0,4.75,365,4.83,4.71,6,7000,"Benito Juárez","Entire home/apt",16,10,7,15,TRUE,4.71,4.71
"23001","100%",TRUE,"Entire rental unit","within an hour",0,4.75,364,4.83,4.71,3,7000,"Cuauhtémoc","Entire home/apt",4,2,3,30,TRUE,4.71,4.71
"23002","100%",TRUE,"Private room in home","within an hour",1,1,361,2,1,1,405,"Venustiano Carranza","Private room",2,1,1,365,TRUE,1,1
"23003","63%",TRUE,"Entire serviced apartment","within a day",0,4.75,180,4.83,4.71,1,600,"Gustavo A. Madero","Entire home/apt",6,6,2,365,TRUE,4.71,4.71
"23004","100%",TRUE,"Private room in home","within an hour",0,4.75,358,4.83,4.71,1,405,"Venustiano Carranza","Private room",3,2,1,365,TRUE,4.71,4.71
"23005","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,56,4.83,4.71,3,494,"Benito Juárez","Private room",1,3,2,365,TRUE,4.71,4.71
"23006","100%",TRUE,"Private room in rental unit","within an hour",3,5,347,5,5,1,364,"Benito Juárez","Private room",4,2,2,365,TRUE,5,5
"23007","100%",TRUE,"Entire rental unit","within an hour",1,4,362,5,5,1,409,"Benito Juárez","Entire home/apt",2,1,2,365,TRUE,5,5
"23008","75%",TRUE,"Entire rental unit","within an hour",0,4.75,364,4.83,4.71,1,596,"Benito Juárez","Entire home/apt",1,1,2,365,TRUE,4.71,4.71
"23009","100%",TRUE,"Entire rental unit","within an hour",3,4.33,363,5,4.33,1,458,"Benito Juárez","Entire home/apt",2,1,2,365,TRUE,4.33,4.33
"23010","N/A",TRUE,"Entire rental unit","N/A",0,4.75,178,4.83,4.71,2,2000,"Cuauhtémoc","Entire home/apt",4,2,1,30,FALSE,4.71,4.71
"23011","100%",TRUE,"Private room in rental unit","within an hour",3,3,360,4,3.67,1,297,"Cuauhtémoc","Private room",2,1,2,365,TRUE,3.67,3.67
"23012","100%",TRUE,"Private room in home","within an hour",2,3,356,3.5,3.5,1,405,"Venustiano Carranza","Private room",2,1,1,365,TRUE,3.5,3.5
"23013","100%",TRUE,"Entire rental unit","within an hour",2,5,349,5,5,2,1845,"Cuauhtémoc","Entire home/apt",10,7,2,365,TRUE,5,5
"23014","100%",TRUE,"Entire rental unit","within an hour",5,5,356,5,5,3,1964,"Cuauhtémoc","Entire home/apt",10,7,2,365,TRUE,5,5
"23015","100%",TRUE,"Private room in home","within an hour",9,4.78,360,4.89,4.89,1,550,"Coyoacán","Private room",2,1,1,365,TRUE,4.89,4.89
"23016","N/A",TRUE,"Entire home","N/A",0,4.75,365,4.83,4.71,2.5,3571,"Coyoacán","Entire home/apt",6,4,2,365,TRUE,4.71,4.71
"23017","100%",TRUE,"Private room in home","within an hour",0,4.75,88,4.83,4.71,1,264,"Xochimilco","Private room",1,1,1,365,TRUE,4.71,4.71
"23018","100%",TRUE,"Entire serviced apartment","within an hour",3,5,336,4.67,4.67,2,1142,"Cuauhtémoc","Entire home/apt",5,3,2,365,TRUE,4.67,4.67
"23019","100%",TRUE,"Entire rental unit","within a day",2,3,365,5,4,3.5,1500,"Cuajimalpa de Morelos","Entire home/apt",4,2,1,365,TRUE,4,4
"23020","97%",TRUE,"Private room in home","within an hour",3,5,365,5,4.67,1,500,"Coyoacán","Private room",2,1,1,365,TRUE,4.67,4.67
"23021","82%",TRUE,"Entire rental unit","within a few hours",0,4.75,333,4.83,4.71,1.5,908,"Cuauhtémoc","Entire home/apt",2,1,13,180,TRUE,4.71,4.71
"23022","100%",TRUE,"Entire rental unit","within an hour",0,4.75,240,4.83,4.71,1,590,"Cuauhtémoc","Entire home/apt",5,2,6,29,TRUE,4.71,4.71
"23023","33%",TRUE,"Entire rental unit","within a few hours",0,4.75,317,4.83,4.71,2,1791,"Cuauhtémoc","Entire home/apt",4,2,1,365,TRUE,4.71,4.71
"23024","82%",TRUE,"Entire rental unit","within a few hours",0,4.75,334,4.83,4.71,1.5,908,"Cuauhtémoc","Entire home/apt",2,1,13,180,TRUE,4.71,4.71
"23025","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,363,4.83,4.71,1,480,"Gustavo A. Madero","Private room",2,1,1,30,TRUE,4.71,4.71
"23026","67%",TRUE,"Entire home","within an hour",0,4.75,341,4.83,4.71,2,1000,"Cuauhtémoc","Entire home/apt",7,3,1,15,TRUE,4.71,4.71
"23027","100%",TRUE,"Private room in rental unit","within an hour",1,5,365,5,5,1,466,"Cuauhtémoc","Private room",2,1,1,365,TRUE,5,5
"23028","54%",TRUE,"Private room in condo","within an hour",3,5,363,5,5,1,334,"Cuauhtémoc","Private room",1,1,1,1125,TRUE,5,5
"23029","82%",TRUE,"Entire rental unit","within a few hours",1,5,355,5,5,1.5,908,"Cuauhtémoc","Entire home/apt",2,1,13,180,TRUE,5,5
"23030","100%",TRUE,"Entire rental unit","within an hour",6,4.83,325,5,5,1,600,"Miguel Hidalgo","Entire home/apt",2,1,2,365,TRUE,5,5
"23031","100%",TRUE,"Private room in serviced apartment","within an hour",11,4.91,361,4.91,4.91,1,378,"Coyoacán","Private room",5,3,1,1125,TRUE,4.91,4.91
"23032","93%",TRUE,"Entire rental unit","within an hour",1,5,212,5,3,1,1340,"Cuauhtémoc","Entire home/apt",4,2,1,365,TRUE,3,3
"23033","100%",TRUE,"Entire rental unit","within an hour",4,4.75,330,5,5,2,1200,"Cuauhtémoc","Entire home/apt",3,2,1,1125,TRUE,5,5
"23034","82%",TRUE,"Entire rental unit","within a few hours",0,4.75,288,4.83,4.71,1.5,908,"Cuauhtémoc","Entire home/apt",2,1,13,180,TRUE,4.71,4.71
"23035","100%",TRUE,"Private room in rental unit","within an hour",3,5,360,5,5,1,690,"Miguel Hidalgo","Private room",2,1,3,1125,TRUE,5,5
"23036","100%",TRUE,"Entire rental unit","within an hour",0,4.75,332,4.83,4.71,2.5,2244,"Cuauhtémoc","Entire home/apt",4,3,1,1125,TRUE,4.71,4.71
"23037","100%",TRUE,"Entire rental unit","within an hour",1,5,365,5,5,3.5,4500,"Miguel Hidalgo","Entire home/apt",6,2,1,365,TRUE,5,5
"23038","0%",TRUE,"Entire rental unit","within a day",0,4.75,353,4.83,4.71,2,1150,"Benito Juárez","Entire home/apt",6,2,2,365,TRUE,4.71,4.71
"23039","100%",TRUE,"Entire rental unit","within an hour",3,4.67,82,5,4.67,1,1495,"Cuauhtémoc","Entire home/apt",2,1,2,365,TRUE,4.67,4.67
"23040","100%",TRUE,"Entire rental unit","within an hour",3,5,165,5,4.67,2,1463,"Cuauhtémoc","Entire home/apt",4,2,2,365,TRUE,4.67,4.67
"23041","100%",TRUE,"Entire rental unit","within an hour",1,5,60,5,5,2,1500,"Cuauhtémoc","Entire home/apt",2,1,3,90,TRUE,5,5
"23042","82%",TRUE,"Entire rental unit","within a few hours",0,4.75,301,4.83,4.71,1.5,908,"Cuauhtémoc","Entire home/apt",2,1,13,180,TRUE,4.71,4.71
"23043","100%",TRUE,"Entire rental unit","a few days or more",0,4.75,363,4.83,4.71,1,2000,"Xochimilco","Entire home/apt",4,3,1,365,TRUE,4.71,4.71
"23044","100%",TRUE,"Private room in home","within an hour",2,4.5,365,4.5,5,1,200,"Tláhuac","Private room",1,1,2,1125,TRUE,5,5
"23045","100%",TRUE,"Shipping container","within an hour",0,4.75,336,4.83,4.71,1,375,"Azcapotzalco","Entire home/apt",2,1,1,365,TRUE,4.71,4.71
"23046","98%",TRUE,"Private room in rental unit","within an hour",3,4.67,159,4.33,5,1,259,"Miguel Hidalgo","Private room",2,1,2,100,TRUE,5,5
"23047","56%",TRUE,"Entire rental unit","within a day",1,5,0,5,5,1,1702,"Iztacalco","Entire home/apt",5,4,1,365,TRUE,5,5
"23048","100%",TRUE,"Entire rental unit","within an hour",3,4.67,180,5,5,1.5,1130,"Cuauhtémoc","Entire home/apt",2,1,2,60,TRUE,5,5
"23049","N/A",FALSE,"Private room in casa particular","N/A",1,4,365,4,5,1,446,"Cuajimalpa de Morelos","Private room",1,1,1,365,TRUE,5,5
"23050","N/A",TRUE,"Private room in rental unit","a few days or more",0,4.75,89,4.83,4.71,1,480,"Benito Juárez","Private room",1,1,7,90,FALSE,4.71,4.71
"23051","98%",TRUE,"Entire rental unit","within an hour",1,5,26,5,5,1,1126,"Miguel Hidalgo","Entire home/apt",2,1,2,365,TRUE,5,5
"23052","100%",TRUE,"Private room in home","within an hour",2,3.5,359,4.5,3.5,1,362,"Miguel Hidalgo","Private room",1,1,1,365,TRUE,3.5,3.5
"23053","N/A",TRUE,"Private room in rental unit","N/A",0,4.75,215,4.83,4.71,1,600,"Azcapotzalco","Private room",2,1,7,365,FALSE,4.71,4.71
"23054","100%",TRUE,"Entire rental unit","within an hour",2,5,0,5,5,1,950,"Cuauhtémoc","Entire home/apt",2,1,4,1125,TRUE,5,5
"23055","99%",TRUE,"Entire rental unit","within an hour",3,5,344,5,5,2,959,"Cuauhtémoc","Entire home/apt",3,2,2,600,TRUE,5,5
"23056","100%",TRUE,"Entire rental unit","within a few hours",0,4.75,303,4.83,4.71,1,300,"Cuauhtémoc","Entire home/apt",2,2,60,365,TRUE,4.71,4.71
"23057","99%",TRUE,"Private room in rental unit","within an hour",2,3,363,5,3.5,1,360,"Azcapotzalco","Private room",2,2,2,365,TRUE,3.5,3.5
"23058","97%",TRUE,"Private room in home","within an hour",3,4.33,364,4.67,5,1,257,"Gustavo A. Madero","Private room",1,1,1,365,TRUE,5,5
"23059","0%",TRUE,"Private room in rental unit","within a day",0,4.75,347,4.83,4.71,1,360,"Tlalpan","Private room",2,1,1,365,TRUE,4.71,4.71
"23060","100%",TRUE,"Private room in rental unit","within an hour",1,5,365,5,5,1,400,"Coyoacán","Private room",1,1,1,365,TRUE,5,5
"23061","100%",TRUE,"Private room in rental unit","within an hour",0,4.75,361,4.83,4.71,1,907,"Benito Juárez","Private room",2,1,1,1125,TRUE,4.71,4.71
"23062","100%",TRUE,"Private room in rental unit","within an hour",2,5,356,5,5,1,1411,"Miguel Hidalgo","Private room",4,2,1,90,TRUE,5,5
"23063","100%",TRUE,"Private room in rental unit","within an hour",1,5,365,5,5,1,1329,"Miguel Hidalgo","Private room",2,1,1,90,TRUE,5,5
"23064","100%",TRUE,"Private room in home","within an hour",3,4.33,347,5,5,1,408,"Miguel Hidalgo","Private room",2,1,1,1125,TRUE,5,5
"23065","100%",TRUE,"Entire guest suite","within an hour",1,5,59,4,5,1,320,"Miguel Hidalgo","Entire home/apt",2,1,1,365,TRUE,5,5
"23066","100%",TRUE,"Entire condo","within an hour",4,4.75,158,5,5,2.5,1821,"Benito Juárez","Entire home/apt",8,4,2,1125,TRUE,5,5
"23067","N/A",TRUE,"Private room in rental unit","within a day",0,4.75,228,4.83,4.71,1,500,"Cuauhtémoc","Private room",1,1,1,365,TRUE,4.71,4.71
"23068","100%",TRUE,"Shared room in rental unit","within an hour",0,4.75,335,4.83,4.71,1,200,"Miguel Hidalgo","Shared room",2,1,1,30,TRUE,4.71,4.71
"23069","N/A",TRUE,"Private room in rental unit","N/A",0,4.75,89,4.83,4.71,1,1200,"Benito Juárez","Private room",1,1,1,10,TRUE,4.71,4.71
"23070","50%",TRUE,"Entire rental unit","within a few hours",0,4.75,344,4.83,4.71,2.5,2200,"Cuauhtémoc","Entire home/apt",4,2,1,45,TRUE,4.71,4.71
"23071","100%",TRUE,"Entire rental unit","within an hour",1,5,352,5,5,2,1080,"Álvaro Obregón","Entire home/apt",5,3,1,1125,TRUE,5,5
"23072","100%",TRUE,"Entire rental unit","within an hour",1,5,341,5,5,1,803,"Cuauhtémoc","Entire home/apt",5,3,3,365,TRUE,5,5
"23073","100%",TRUE,"Entire rental unit","within an hour",2,5,358,5,5,1,553,"Benito Juárez","Entire home/apt",4,2,2,365,TRUE,5,5
"23074","97%",TRUE,"Entire rental unit","within an hour",0,4.75,365,4.83,4.71,3.5,8000,"Miguel Hidalgo","Entire home/apt",8,4,2,1125,TRUE,4.71,4.71
"23075","100%",TRUE,"Entire rental unit","within an hour",3,5,38,5,5,1,1013,"Cuauhtémoc","Entire home/apt",2,1,3,35,TRUE,5,5
"23076","99%",TRUE,"Entire rental unit","within an hour",1,5,343,5,5,1.5,1099,"Álvaro Obregón","Entire home/apt",3,2,2,365,TRUE,5,5
"23077","99%",TRUE,"Entire serviced apartment","within an hour",2,5,347,5,5,1,1149,"Cuauhtémoc","Entire home/apt",3,2,2,365,TRUE,5,5
"23078","100%",TRUE,"Entire condo","within an hour",0,4.75,330,4.83,4.71,3,1500,"Benito Juárez","Entire home/apt",8,4,30,365,TRUE,4.71,4.71
