,host_acceptance_rate,host_identity_verified,property_type,host_response_time,number_of_reviews,review_scores_cleanliness,availability_365,review_scores_location,review_scores_value,bathrooms_text,price,neighbourhood_cleansed,room_type,accommodates,beds,minimum_nights,maximum_nights,has_availability,review_scores_checkin,review_scores_communication
14030,0%,TRUE,Entire rental unit,N/A,5,3.67,89,4.67,3,2,900.00,Ipanema,Entire home/apt,6,4,2,1125,TRUE,3,3
14031,100%,TRUE,Entire condo,within a few hours,10,4.1,348,4.6,4.2,1,190.00,Jacarepaguá,Entire home/apt,4,3,3,30,TRUE,4.2,4.2
14032,82%,FALSE,Entire rental unit,within an hour,13,4.69,232,4.85,4.46,3,650.00,Leme,Entire home/apt,6,3,4,1125,TRUE,4.46,4.46
14033,94%,TRUE,Entire rental unit,within an hour,10,4.7,332,5,4.7,2,330.00,Jacarepaguá,Entire home/apt,4,2,2,1125,TRUE,4.7,4.7
14034,97%,TRUE,Entire rental unit,within an hour,21,4.95,81,4.95,4.95,1,165.00,Botafogo,Entire home/apt,2,1,1,30,TRUE,4.95,4.95
14035,N/A,TRUE,Entire rental unit,N/A,1,5,152,5,5,1,353.00,Centro,Entire home/apt,2,2,5,1125,TRUE,5,5
14036,98%,TRUE,Entire rental unit,within an hour,1,3,88,5,2,1,472.00,Ipanema,Entire home/apt,2,2,2,60,TRUE,2,2
14037,36%,TRUE,Entire rental unit,within a day,10,4.2,4,4.4,3.8,1,390.00,Jacarepaguá,Entire home/apt,6,4,1,31,TRUE,3.8,3.8
14038,86%,TRUE,Entire condo,within an hour,6,4.83,364,5,5,1,250.00,Jacarepaguá,Entire home/apt,4,2,1,1125,TRUE,5,5
14039,100%,TRUE,Entire rental unit,within an hour,11,4.91,363,5,4.91,2,299.00,Jacarepaguá,Entire home/apt,4,2,5,1125,TRUE,4.91,4.91
14040,85%,TRUE,Entire rental unit,within an hour,24,4.79,297,4.96,4.63,2,364.00,Ipanema,Entire home/apt,4,3,3,1125,TRUE,4.63,4.63
14041,100%,TRUE,Entire loft,within an hour,132,4.76,250,4.99,4.76,1,180.00,Leblon,Entire home/apt,2,1,2,20,TRUE,4.76,4.76
14042,100%,TRUE,Entire rental unit,within an hour,26,4.92,174,4.65,4.81,1,148.00,Jacarepaguá,Entire home/apt,5,4,1,1125,TRUE,4.81,4.81
14043,98%,TRUE,Entire rental unit,within an hour,4,4.5,348,5,4,1,472.00,Ipanema,Entire home/apt,2,1,2,10,TRUE,4,4
14044,36%,TRUE,Entire rental unit,within a day,3,3.67,365,5,4,2,790.00,Jacarepaguá,Entire home/apt,6,5,1,365,TRUE,4,4
14045,94%,TRUE,Entire rental unit,within an hour,93,4.75,329,4.65,4.83,1,140.00,Copacabana,Entire home/apt,2,1,2,1125,TRUE,4.83,4.83
14046,100%,TRUE,Private room in condo,N/A,1,5,358,5,5,1,350.00,Jacarepaguá,Private room,1,1,4,1125,TRUE,5,5
14047,77%,FALSE,Entire rental unit,within an hour,12,4.92,350,4.83,4.92,1,204.00,Botafogo,Entire home/apt,4,3,2,7,TRUE,4.92,4.92
14048,100%,TRUE,Entire rental unit,within an hour,80,4.86,178,4.98,4.73,2,677.00,Ipanema,Entire home/apt,6,3,1,1125,TRUE,4.73,4.73
14049,36%,TRUE,Entire rental unit,within a day,7,4.86,364,4.86,4.57,1,380.00,Barra da Tijuca,Entire home/apt,6,6,1,30,TRUE,4.57,4.57
14050,100%,FALSE,Entire condo,within an hour,4,5,179,5,4.5,1,258.00,Leme,Entire home/apt,4,2,3,1125,TRUE,4.5,4.5
14051,0%,FALSE,Private room in rental unit,within an hour,1,4,90,5,4,1,600.00,Copacabana,Private room,4,4,1,10,TRUE,4,4
14052,100%,TRUE,Entire rental unit,within an hour,12,4.75,228,5,5,1,328.00,Ipanema,Entire home/apt,2,1,1,365,TRUE,5,5
14053,0%,FALSE,Entire rental unit,N/A,0,4.73,90,4.86,4.68,1,1100.00,Leme,Entire home/apt,4,2,4,1125,TRUE,4.68,4.68
14054,80%,TRUE,Entire rental unit,N/A,8,4,363,5,4,1,290.00,Centro,Entire home/apt,2,1,2,90,TRUE,4,4
14055,87%,FALSE,Entire rental unit,within a few hours,29,5,354,5,4.9,2,180.00,Copacabana,Entire home/apt,4,1,3,1125,TRUE,4.9,4.9
14056,100%,FALSE,Entire rental unit,N/A,3,4.67,89,5,4,2,1000.00,Jacarepaguá,Entire home/apt,4,2,1,365,TRUE,4,4
14057,N/A,TRUE,Entire rental unit,within a day,0,4.73,89,4.86,4.68,2,400.00,Leme,Entire home/apt,4,3,2,365,TRUE,4.68,4.68
14058,93%,TRUE,Entire rental unit,within a few hours,4,5,267,5,3.5,1,220.00,Copacabana,Entire home/apt,4,1,2,365,TRUE,3.5,3.5
14059,96%,TRUE,Private room in guesthouse,within an hour,2,5,144,5,4.5,1,180.00,Santa Teresa,Private room,2,1,2,90,TRUE,4.5,4.5
14060,100%,TRUE,Entire condo,N/A,16,4.88,180,4.94,4.81,1.5,266.00,Copacabana,Entire home/apt,2,2,3,15,TRUE,4.81,4.81
14061,95%,TRUE,Entire condo,within a few hours,41,4.51,259,4.98,4.68,1,405.00,Ipanema,Entire home/apt,4,2,3,1125,TRUE,4.68,4.68
14062,82%,TRUE,Entire loft,within a day,1,5,86,5,5,1,2123.00,Camorim,Entire home/apt,2,1,15,365,TRUE,5,5
14063,85%,TRUE,Entire rental unit,within an hour,22,4.77,316,5,4.59,1,230.00,Ipanema,Entire home/apt,3,3,3,1125,TRUE,4.59,4.59
14064,0%,FALSE,Private room in rental unit,N/A,0,4.73,364,4.86,4.68,1,123.00,Copacabana,Private room,1,1,1,30,TRUE,4.68,4.68
14065,100%,FALSE,Entire rental unit,N/A,11,4.64,26,5,4.73,1,400.00,Ipanema,Entire home/apt,2,1,5,30,TRUE,4.73,4.73
14066,64%,TRUE,Entire rental unit,within a day,5,4.8,193,5,5,2.5,600.00,Ipanema,Entire home/apt,6,4,2,365,TRUE,5,5
14067,29%,FALSE,Private room in rental unit,within a day,6,5,76,5,5,1,170.00,Leme,Private room,2,2,28,1125,TRUE,5,5
14068,94%,TRUE,Entire loft,within an hour,0,4.73,84,4.86,4.68,1,200.00,Leme,Entire home/apt,2,1,2,90,TRUE,4.68,4.68
14069,100%,TRUE,Entire rental unit,within an hour,82,4.66,204,4.98,4.6,1,468.00,Ipanema,Entire home/apt,3,2,1,1125,TRUE,4.6,4.6
14070,98%,TRUE,Entire rental unit,within an hour,6,4.5,359,5,4.33,1,552.00,Ipanema,Entire home/apt,2,1,1,365,TRUE,4.33,4.33
14071,81%,TRUE,Entire rental unit,within a few hours,2,5,60,5,5,1,320.00,Ipanema,Entire home/apt,2,2,2,365,TRUE,5,5
14072,100%,TRUE,Private room in serviced apartment,within an hour,16,4.6,312,4.53,4.6,1,269.00,Jacarepaguá,Private room,2,2,2,1125,TRUE,4.6,4.6
14073,67%,TRUE,Entire rental unit,within a day,14,5,61,5,5,1.5,349.00,Ipanema,Entire home/apt,4,2,3,40,TRUE,5,5
14074,36%,TRUE,Entire rental unit,within a day,0,4.73,365,4.86,4.68,2,970.00,Jacarepaguá,Entire home/apt,6,4,1,365,TRUE,4.68,4.68
14075,97%,TRUE,Entire rental unit,within an hour,49,4.53,170,4.9,4.49,2.5,291.00,Ipanema,Entire home/apt,6,5,3,60,TRUE,4.49,4.49
14076,100%,TRUE,Room in serviced apartment,within an hour,47,4.64,306,4.55,4.66,1,240.00,Jacarepaguá,Hotel room,2,1,2,90,TRUE,4.66,4.66
14077,0%,FALSE,Entire rental unit,N/A,17,4.4,88,4.93,4.6,1,250.00,Santa Teresa,Entire home/apt,2,2,2,7,TRUE,4.6,4.6
14078,50%,FALSE,Entire serviced apartment,within an hour,21,4.9,142,5,4.7,2,800.00,Ipanema,Entire home/apt,4,3,2,30,TRUE,4.7,4.7
14079,60%,TRUE,Entire rental unit,within a day,1,5,248,5,5,2,414.00,Leme,Entire home/apt,4,3,3,31,TRUE,5,5
14080,0%,FALSE,Shared room in home,N/A,0,4.73,365,4.86,4.68,1,300.00,Santa Teresa,Shared room,3,4,6,28,TRUE,4.68,4.68
14081,99%,TRUE,Entire loft,within an hour,25,4.24,52,4.88,4.56,1,189.00,Copacabana,Entire home/apt,3,2,3,365,TRUE,4.56,4.56
14082,100%,TRUE,Entire rental unit,within an hour,27,4.93,310,5,4.93,1,198.00,Leme,Entire home/apt,4,3,3,30,TRUE,4.93,4.93
14083,36%,TRUE,Entire rental unit,within a day,3,4.67,365,5,4.33,3,480.00,Jacarepaguá,Entire home/apt,6,8,1,1125,TRUE,4.33,4.33
14084,100%,FALSE,Entire rental unit,within an hour,12,3.67,114,5,4.25,1,213.00,Ipanema,Entire home/apt,2,1,10,25,TRUE,4.25,4.25
14085,36%,TRUE,Entire condo,within a day,5,4.8,364,4.8,4.4,1,430.00,Barra da Tijuca,Entire home/apt,6,6,2,30,TRUE,4.4,4.4
14086,33%,TRUE,Entire rental unit,N/A,2,5,362,5,5,3,971.00,Leblon,Entire home/apt,5,1,4,1125,TRUE,5,5
14087,28%,TRUE,Entire rental unit,within an hour,4,4.25,308,4.75,4,1.5,573.00,Ipanema,Entire home/apt,4,2,1,1125,TRUE,4,4
14088,36%,TRUE,Entire rental unit,within a day,2,3,365,3,3,2,750.00,Jacarepaguá,Entire home/apt,6,5,1,365,TRUE,3,3
14089,100%,TRUE,Entire rental unit,within a few hours,2,5,159,4,5,1,239.00,Copacabana,Entire home/apt,4,2,4,30,TRUE,5,5
14090,50%,TRUE,Private room in rental unit,within a few hours,14,4.79,117,4.85,4.85,1,75.00,Botafogo,Private room,2,2,2,1125,TRUE,4.85,4.85
14091,97%,TRUE,Entire rental unit,within an hour,48,4.94,38,5,4.9,2.5,336.00,Ipanema,Entire home/apt,4,4,3,28,TRUE,4.9,4.9
14092,36%,TRUE,Entire rental unit,within a day,4,5,365,5,5,2,566.00,Jacarepaguá,Entire home/apt,5,5,1,365,TRUE,5,5
14093,100%,TRUE,Entire rental unit,within an hour,5,5,226,4.8,4.8,1,786.00,Ipanema,Entire home/apt,6,4,1,365,TRUE,4.8,4.8
14094,98%,TRUE,Entire loft,within a few hours,8,5,162,5,4.75,1,289.00,Copacabana,Entire home/apt,3,3,2,1125,TRUE,4.75,4.75
14095,100%,FALSE,Entire rental unit,within an hour,27,4.93,294,5,5,1,319.00,Copacabana,Entire home/apt,4,4,3,1125,TRUE,5,5
14096,96%,TRUE,Entire rental unit,within an hour,7,4.71,298,4.71,4,1,868.00,Copacabana,Entire home/apt,6,3,5,1125,TRUE,4,4
14097,0%,TRUE,Entire rental unit,within a day,3,5,146,5,5,1.5,573.00,Ipanema,Entire home/apt,4,4,3,1125,TRUE,5,5
14098,100%,TRUE,Entire rental unit,within a few hours,15,5,260,4.8,4.93,3.5,809.00,Copacabana,Entire home/apt,10,8,2,14,TRUE,4.93,4.93
14099,100%,TRUE,Entire rental unit,within an hour,16,4.6,326,4.86,4.5,1,468.00,Ipanema,Entire home/apt,2,1,4,1125,TRUE,4.5,4.5
14100,89%,TRUE,Entire rental unit,within an hour,46,4.56,315,4.91,4.47,1,464.00,Copacabana,Entire home/apt,4,2,3,1125,TRUE,4.47,4.47
14101,100%,TRUE,Private room in rental unit,within an hour,61,4.66,60,4.97,4.78,1,90.00,Copacabana,Private room,1,1,3,1125,TRUE,4.78,4.78
14102,100%,TRUE,Entire rental unit,within an hour,87,4.89,266,4.95,4.82,1,884.00,Ipanema,Entire home/apt,4,2,3,1125,TRUE,4.82,4.82
14103,100%,TRUE,Entire rental unit,N/A,4,5,358,5,4.25,2,1600.00,Barra da Tijuca,Entire home/apt,6,2,3,30,TRUE,4.25,4.25
14104,94%,TRUE,Entire rental unit,within an hour,2,4.5,55,5,5,1,300.00,Ipanema,Entire home/apt,4,3,3,365,TRUE,5,5
14105,98%,TRUE,Entire rental unit,within an hour,14,5,176,4.93,4.64,1,457.00,Ipanema,Entire home/apt,3,1,3,365,TRUE,4.64,4.64
14106,100%,TRUE,Entire rental unit,within an hour,34,4.94,199,4.97,4.94,2,644.00,Ipanema,Entire home/apt,6,4,1,365,TRUE,4.94,4.94
14107,78%,TRUE,Entire rental unit,within an hour,3,3.33,89,5,4.33,2,355.00,Leblon,Entire home/apt,5,2,2,30,TRUE,4.33,4.33
14108,100%,TRUE,Entire rental unit,within an hour,2,5,104,5,5,1,167.00,Copacabana,Entire home/apt,6,3,3,365,TRUE,5,5
14109,83%,TRUE,Entire rental unit,within a day,4,3.75,365,4.75,4,1,220.00,Jacarepaguá,Entire home/apt,4,4,3,1125,TRUE,4,4
14110,67%,TRUE,Entire home,within an hour,0,4.73,365,4.86,4.68,1,2500.00,Botafogo,Entire home/apt,16,1,1,1125,TRUE,4.68,4.68
14111,100%,TRUE,Entire rental unit,within an hour,124,4.81,124,4.98,4.84,2,433.00,Leblon,Entire home/apt,5,4,3,120,TRUE,4.84,4.84
14112,86%,TRUE,Entire condo,within a few hours,22,4.95,88,4.9,4.9,2,600.00,Ipanema,Entire home/apt,6,4,6,62,TRUE,4.9,4.9
14113,N/A,TRUE,Entire rental unit,N/A,26,4.73,40,5,4.69,1,160.00,Copacabana,Entire home/apt,3,2,3,28,TRUE,4.69,4.69
14114,100%,TRUE,Entire rental unit,within an hour,26,5,355,4.96,4.81,1,169.00,Copacabana,Entire home/apt,3,1,2,365,TRUE,4.81,4.81
14115,100%,TRUE,Entire rental unit,within an hour,80,4.99,113,4.96,4.99,2,248.00,Copacabana,Entire home/apt,5,3,5,15,TRUE,4.99,4.99
14116,73%,FALSE,Private room in rental unit,within a few hours,7,4.71,325,5,4.86,1,59.00,Copacabana,Private room,1,2,1,365,TRUE,4.86,4.86
14117,0%,FALSE,Entire rental unit,a few days or more,0,4.73,364,4.86,4.68,1,250.00,Copacabana,Entire home/apt,4,3,15,88,TRUE,4.68,4.68
14118,0%,TRUE,Entire rental unit,a few days or more,8,5,357,5,4.63,3,619.00,Ipanema,Entire home/apt,6,5,3,1125,TRUE,4.63,4.63
14119,100%,TRUE,Private room in rental unit,within an hour,190,4.91,118,4.97,4.88,1,100.00,Copacabana,Private room,2,1,3,10,TRUE,4.88,4.88
14120,80%,TRUE,Entire rental unit,within a day,139,4.42,245,4.8,4.5,1,150.00,Copacabana,Entire home/apt,3,1,3,1125,TRUE,4.5,4.5
14121,89%,TRUE,Entire rental unit,within a few hours,23,4.83,120,5,4.65,1,320.00,Ipanema,Entire home/apt,2,1,1,60,TRUE,4.65,4.65
14122,100%,TRUE,Entire rental unit,within an hour,8,5,157,5,5,1,160.00,Copacabana,Entire home/apt,6,3,2,365,TRUE,5,5
14123,88%,TRUE,Entire rental unit,within a day,11,4.27,336,4.91,4.55,1.5,430.00,Leblon,Entire home/apt,5,4,3,45,TRUE,4.55,4.55
14124,28%,TRUE,Private room in rental unit,within an hour,0,4.73,365,4.86,4.68,1,684.00,Ipanema,Private room,2,1,1,1125,TRUE,4.68,4.68
14125,N/A,TRUE,Entire rental unit,N/A,0,4.73,173,4.86,4.68,2,1214.00,Botafogo,Entire home/apt,5,2,3,1125,TRUE,4.68,4.68
14126,0%,FALSE,Private room in rental unit,N/A,3,4.67,365,5,4.67,2,191.00,Copacabana,Private room,1,1,7,90,TRUE,4.67,4.67
14127,93%,TRUE,Entire rental unit,within a few hours,138,4.57,75,4.97,4.53,1.5,416.00,Leblon,Entire home/apt,4,2,4,89,TRUE,4.53,4.53
14128,100%,FALSE,Private room in home,within an hour,4,2.25,86,5,3,1,246.00,Copacabana,Private room,2,1,2,30,TRUE,3,3
14129,60%,TRUE,Entire rental unit,within a day,154,4.49,45,4.97,4.55,1,250.00,Leblon,Entire home/apt,4,2,2,1125,TRUE,4.55,4.55
14130,100%,TRUE,Entire rental unit,within a few hours,7,4.57,248,4.86,4.14,1,227.00,Copacabana,Entire home/apt,2,2,3,89,TRUE,4.14,4.14
14131,100%,FALSE,Entire loft,within an hour,98,4.93,48,5,4.76,1,189.00,Leblon,Entire home/apt,2,1,1,1125,TRUE,4.76,4.76
14132,96%,TRUE,Entire rental unit,within an hour,11,4.73,93,5,4.82,1,389.00,Botafogo,Entire home/apt,4,3,2,365,TRUE,4.82,4.82
14133,98%,TRUE,Entire rental unit,within an hour,9,4.78,81,4.89,4.44,2,451.00,Ipanema,Entire home/apt,4,2,2,120,TRUE,4.44,4.44
14134,100%,TRUE,Entire rental unit,within an hour,67,4.99,93,4.91,4.87,1,259.00,Copacabana,Entire home/apt,2,1,3,30,TRUE,4.87,4.87
14135,43%,TRUE,Entire rental unit,within an hour,0,4.73,364,4.86,4.68,2.5,2500.00,Ipanema,Entire home/apt,3,3,7,33,TRUE,4.68,4.68
14136,96%,TRUE,Entire rental unit,within an hour,48,4.83,107,4.92,4.58,2,400.00,Copacabana,Entire home/apt,6,3,3,90,TRUE,4.58,4.58
14137,100%,TRUE,Entire rental unit,within an hour,4,5,84,5,4.75,1,584.00,Leblon,Entire home/apt,2,1,3,30,TRUE,4.75,4.75
14138,40%,FALSE,Entire rental unit,within a day,1,4,365,4,4,2,900.00,Ipanema,Entire home/apt,4,2,4,1125,TRUE,4,4
14139,N/A,FALSE,Entire rental unit,N/A,0,4.73,365,4.86,4.68,2,2869.00,Botafogo,Entire home/apt,6,4,1,1125,TRUE,4.68,4.68
14140,100%,TRUE,Entire serviced apartment,within an hour,72,4.88,73,4.92,4.65,1,259.00,Leblon,Entire home/apt,4,3,3,90,TRUE,4.65,4.65
14141,100%,TRUE,Entire rental unit,within an hour,4,5,155,5,5,1,237.00,Copacabana,Entire home/apt,5,4,3,40,TRUE,5,5
14142,87%,TRUE,Entire serviced apartment,within a few hours,34,4.94,73,5,4.91,1,194.00,Copacabana,Entire home/apt,4,2,2,20,TRUE,4.91,4.91
14143,80%,TRUE,Entire rental unit,within a day,52,4.4,345,4.88,4.42,1,128.00,Copacabana,Entire home/apt,2,1,1,365,TRUE,4.42,4.42
14144,96%,TRUE,Entire rental unit,within an hour,9,4.89,324,4.89,4.89,2,525.00,Copacabana,Entire home/apt,4,2,3,1125,TRUE,4.89,4.89
14145,100%,TRUE,Entire rental unit,within an hour,0,4.73,92,4.86,4.68,2,160.00,Copacabana,Entire home/apt,2,2,2,90,TRUE,4.68,4.68
14146,100%,FALSE,Entire rental unit,within an hour,32,4.83,327,4.93,4.41,1,209.00,Copacabana,Entire home/apt,7,2,1,1125,TRUE,4.41,4.41
14147,N/A,TRUE,Entire rental unit,N/A,0,4.73,364,4.86,4.68,1,214.00,Botafogo,Entire home/apt,2,1,5,5,TRUE,4.68,4.68
14148,100%,FALSE,Entire rental unit,within a few hours,16,4.94,334,4.94,4.69,1,421.00,Leblon,Entire home/apt,2,1,2,25,TRUE,4.69,4.69
14149,80%,TRUE,Entire rental unit,within a day,64,4.81,299,5,4.92,1,272.00,Copacabana,Entire home/apt,6,3,1,365,TRUE,4.92,4.92
14150,100%,TRUE,Entire rental unit,within an hour,17,4.76,86,5,4.65,1.5,717.00,Leblon,Entire home/apt,4,3,8,90,TRUE,4.65,4.65
14151,90%,TRUE,Entire rental unit,within an hour,63,4.87,236,4.87,4.79,3,512.00,Ipanema,Entire home/apt,4,3,2,365,TRUE,4.79,4.79
14152,73%,FALSE,Private room in rental unit,within a few hours,0,4.73,328,4.86,4.68,2,180.00,Copacabana,Private room,2,2,1,365,TRUE,4.68,4.68
14153,64%,FALSE,Entire rental unit,within an hour,3,4.33,90,4.33,3.67,1,134.00,Copacabana,Entire home/apt,3,2,2,8,TRUE,3.67,3.67
14154,94%,TRUE,Entire rental unit,within an hour,11,4.82,35,5,4.82,1,247.00,Copacabana,Entire home/apt,4,2,3,25,TRUE,4.82,4.82
14155,67%,TRUE,Private room in rental unit,within a few hours,1,3,87,5,4,1,160.00,Copacabana,Private room,2,1,3,1125,TRUE,4,4
14156,0%,TRUE,Entire rental unit,within a day,13,4.85,216,5,4.38,2,1500.00,Ipanema,Entire home/apt,5,3,2,1125,TRUE,4.38,4.38
14157,100%,TRUE,Entire rental unit,within an hour,0,4.73,365,4.86,4.68,1,280.00,Barra da Tijuca,Entire home/apt,2,1,3,365,TRUE,4.68,4.68
14158,100%,TRUE,Entire rental unit,N/A,1,5,0,5,5,1,1000.00,Copacabana,Entire home/apt,4,2,3,365,TRUE,5,5
14159,36%,TRUE,Entire rental unit,within a day,0,4.73,365,4.86,4.68,2,680.00,Recreio dos Bandeirantes,Entire home/apt,4,5,2,365,TRUE,4.68,4.68
14160,100%,TRUE,Entire rental unit,within an hour,237,4.87,215,4.98,4.86,1,287.00,Ipanema,Entire home/apt,2,1,4,90,TRUE,4.86,4.86
14161,89%,TRUE,Entire home,within an hour,0,4.73,4,4.86,4.68,2,224.00,Paquetá,Entire home/apt,4,3,4,365,TRUE,4.68,4.68
14162,100%,TRUE,Private room in condo,N/A,6,5,363,4.5,5,1,200.00,Recreio dos Bandeirantes,Private room,1,1,1,1125,TRUE,5,5
14163,43%,FALSE,Private room in rental unit,N/A,1,5,365,5,5,1,900.00,Jacarepaguá,Private room,2,2,1,365,TRUE,5,5
14164,100%,TRUE,Entire serviced apartment,within an hour,24,4.88,82,5,4.83,1,306.00,Barra da Tijuca,Entire home/apt,2,1,2,365,TRUE,4.83,4.83
14165,N/A,FALSE,Entire home,within a day,3,4.33,69,5,5,3.5,323.00,Freguesia (Jacarepaguá),Entire home/apt,5,4,1,1125,TRUE,5,5
14166,N/A,TRUE,Private room in rental unit,N/A,0,4.73,90,4.86,4.68,1,100.00,Saúde,Private room,2,1,2,7,TRUE,4.68,4.68
14167,59%,TRUE,Entire home,within a day,10,5,365,5,5,1,189.00,Curicica,Entire home/apt,2,1,1,1125,TRUE,5,5
14168,91%,FALSE,Entire vacation home,within a few hours,13,5,142,5,4.85,3,279.00,Barra da Tijuca,Entire home/apt,4,3,3,365,TRUE,4.85,4.85
14169,50%,TRUE,Entire rental unit,within a few hours,1,4,89,4,4,1,400.00,Vargem Pequena,Entire home/apt,4,3,2,7,TRUE,4,4
14170,97%,TRUE,Entire rental unit,within an hour,59,4.61,68,4.98,4.73,2,537.00,Barra da Tijuca,Entire home/apt,5,4,2,1125,TRUE,4.73,4.73
14171,N/A,FALSE,Entire condo,N/A,0,4.73,365,4.86,4.68,3.5,6000.00,São Conrado,Entire home/apt,6,4,7,365,TRUE,4.68,4.68
14172,36%,TRUE,Entire home,within a day,0,4.73,364,4.86,4.68,5,999.00,Recreio dos Bandeirantes,Entire home/apt,8,7,1,365,TRUE,4.68,4.68
14173,100%,TRUE,Entire home,within a few hours,8,4.88,363,4.88,4.5,2,301.00,Campo Grande,Entire home/apt,12,4,1,1125,TRUE,4.5,4.5
14174,100%,TRUE,Entire home,within a day,0,4.73,364,4.86,4.68,4,280.00,Vargem Pequena,Entire home/apt,6,3,1,365,TRUE,4.68,4.68
14175,100%,TRUE,Private room in home,within an hour,49,4.51,312,4.69,4.67,1,173.00,Barra da Tijuca,Private room,2,1,2,1125,TRUE,4.67,4.67
14176,100%,TRUE,Entire rental unit,within a few hours,0,4.73,248,4.86,4.68,1.5,128.00,Tomás Coelho,Entire home/apt,4,4,2,365,TRUE,4.68,4.68
14177,10%,TRUE,Entire home,within a day,0,4.73,365,4.86,4.68,8.5,5500.00,Barra da Tijuca,Entire home/apt,10,4,1,365,FALSE,4.68,4.68
14178,100%,TRUE,Entire serviced apartment,within an hour,52,4.94,205,4.96,4.92,1,524.00,Barra da Tijuca,Entire home/apt,4,2,2,90,TRUE,4.92,4.92
14179,N/A,FALSE,Private room in rental unit,N/A,0,4.73,89,4.86,4.68,1,1911.00,São Conrado,Private room,2,1,4,30,TRUE,4.68,4.68
14180,86%,TRUE,Private room in home,within a day,1,5,365,5,5,1,75.00,Vargem Pequena,Private room,2,2,1,365,TRUE,5,5
14181,60%,TRUE,Private room in home,N/A,0,4.73,89,4.86,4.68,1,250.00,Rio Comprido,Private room,1,1,1,365,TRUE,4.68,4.68
14182,79%,TRUE,Entire condo,N/A,3,4.33,365,5,5,2,850.00,Jacarepaguá,Entire home/apt,5,2,1,365,TRUE,5,5
14183,10%,TRUE,Entire home,within a day,0,4.73,365,4.86,4.68,12,42000.00,Barra da Tijuca,Entire home/apt,7,5,1,365,TRUE,4.68,4.68
14184,90%,TRUE,Entire rental unit,within an hour,1,5,332,5,5,1,240.00,Barra da Tijuca,Entire home/apt,5,2,3,365,TRUE,5,5
14185,27%,TRUE,Private room in home,within a few hours,1,5,267,5,5,1,110.00,Gávea,Private room,1,1,30,365,TRUE,5,5
14186,100%,TRUE,Entire condo,within an hour,12,4.83,227,4.92,4.92,2,540.00,Recreio dos Bandeirantes,Entire home/apt,5,4,2,365,TRUE,4.92,4.92
14187,100%,FALSE,Entire rental unit,N/A,0,4.73,365,4.86,4.68,2,700.00,Camorim,Entire home/apt,4,4,1,365,TRUE,4.68,4.68
14188,71%,TRUE,Entire rental unit,within a day,7,4.71,123,5,4.71,2,664.00,Lagoa,Entire home/apt,4,2,2,30,TRUE,4.71,4.71
14189,83%,TRUE,Entire rental unit,within an hour,0,4.73,364,4.86,4.68,1,359.00,Camorim,Entire home/apt,3,1,1,365,TRUE,4.68,4.68
14190,100%,FALSE,Entire rental unit,within an hour,1,5,90,5,5,5,1914.00,Recreio dos Bandeirantes,Entire home/apt,6,4,2,30,TRUE,5,5
14191,84%,FALSE,Entire rental unit,within a few hours,20,5,289,4.85,5,2,240.00,Camorim,Entire home/apt,5,4,2,365,TRUE,5,5
14192,N/A,FALSE,Entire rental unit,N/A,0,4.73,358,4.86,4.68,3,1200.00,Recreio dos Bandeirantes,Entire home/apt,6,3,1,1125,TRUE,4.68,4.68
14193,95%,TRUE,Entire rental unit,within an hour,7,5,169,4.86,5,1,284.00,Recreio dos Bandeirantes,Entire home/apt,4,2,1,90,TRUE,5,5
14194,100%,TRUE,Entire serviced apartment,within a few hours,3,3,100,3.33,3.67,2,415.00,Camorim,Entire home/apt,4,3,3,30,TRUE,3.67,3.67
14195,100%,FALSE,Entire condo,a few days or more,0,4.73,365,4.86,4.68,2,780.00,Jacarepaguá,Entire home/apt,4,3,2,365,TRUE,4.68,4.68
14196,46%,TRUE,Entire rental unit,within a day,2,5,362,5,5,2,170.00,Recreio dos Bandeirantes,Entire home/apt,4,3,1,15,TRUE,5,5
14197,36%,TRUE,Entire home,within a day,0,4.73,365,4.86,4.68,3.5,750.00,Recreio dos Bandeirantes,Entire home/apt,6,5,1,365,TRUE,4.68,4.68
14198,88%,FALSE,Entire rental unit,within a few hours,6,4.83,180,4.83,4.67,2,1103.00,Camorim,Entire home/apt,4,2,2,30,TRUE,4.67,4.67
14199,N/A,TRUE,Entire rental unit,N/A,0,4.73,365,4.86,4.68,2,1000.00,Jacarepaguá,Entire home/apt,2,1,10,1125,TRUE,4.68,4.68
14200,44%,FALSE,Private room in villa,N/A,0,4.73,364,4.86,4.68,1,200.00,Botafogo,Private room,2,1,2,1125,TRUE,4.68,4.68
14201,50%,TRUE,Entire rental unit,N/A,1,3,178,5,3,2,1200.00,Copacabana,Entire home/apt,2,1,3,12,TRUE,3,3
14202,100%,TRUE,Entire serviced apartment,within an hour,110,4.6,90,4.85,4.75,1,163.00,Barra da Tijuca,Entire home/apt,2,1,2,1125,TRUE,4.75,4.75
14203,96%,TRUE,Entire condo,within an hour,36,4.64,160,4.81,4.75,2.5,314.00,Barra da Tijuca,Entire home/apt,4,3,2,28,TRUE,4.75,4.75
14204,100%,TRUE,Entire serviced apartment,within an hour,79,4.89,33,4.92,4.84,1,141.00,Jacarepaguá,Entire home/apt,2,3,1,1125,TRUE,4.84,4.84
14205,93%,TRUE,Entire loft,within an hour,121,4.6,360,4.71,4.81,1.5,113.00,Catete,Entire home/apt,4,1,2,60,TRUE,4.81,4.81
